"['#Date/Time of Update: 2020-03-09 18:02:22 GMT', '#Game ID', '#Game Date', '#Game Time', '#Schedule Status', '#Played Status', '#Current Inning', '#Current Inning Half', '#Current Intermission', '#Away Team ID', '#Away Team Abbr.', '#Away Team City', '#Away Team Name', '#Home Team ID', '#Home Team Abbr.', '#Home Team City', '#Home Team Name', '#Venue ID', '#Venue Name', '#Away Score Total', '#Home Score Total', '#Inning 1 Away Score', '#Inning 1 Home Score', '#Inning 2 Away Score', '#Inning 2 Home Score', '#Inning 3 Away Score', '#Inning 3 Home Score', '#Inning 4 Away Score', '#Inning 4 Home Score', '#Inning 5 Away Score', '#Inning 5 Home Score', '#Inning 6 Away Score', '#Inning 6 Home Score', '#Inning 7 Away Score', '#Inning 7 Home Score', '#Inning 8 Away Score', '#Inning 8 Home Score', '#Inning 9 Away Score', '#Inning 9 Home Score', '#Inning 10 Away Score', '#Inning 10 Home Score', '#Inning 11 Away Score', '#Inning 11 Home Score', '#Inning 12 Away Score', '#Inning 12 Home Score', '#Inning 13 Away Score', '#Inning 13 Home Score', '#Inning 14 Away Score', '#Inning 14 Home Score', '#Inning 15 Away Score', '#Inning 15 Home Score', '#Inning 16 Away Score', '#Inning 16 Home Score', '#Inning 17 Away Score', '#Inning 17 Home Score']"
"['', '44703', '2018-07-03', '23:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '127', 'NYM', 'New York', 'Mets', '112', 'TOR', 'Toronto', 'Blue Jays', '127', 'Rogers Centre', '6', '8', '2', '0', '2', '0', '0', '0', '1', '0', '0', '1', '0', '0', '1', '5', '0', '2', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44704', '2018-07-03', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '119', 'CWS', 'Chicago', 'White Sox', '135', 'CIN', 'Cincinnati', 'Reds', '116', 'Great American Ball Park', '12', '8', '0', '4', '0', '0', '0', '0', '2', '0', '0', '3', '4', '0', '0', '0', '1', '1', '1', '0', '0', '0', '0', '0', '4', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44705', '2018-07-03', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '115', 'TB', 'Tampa Bay', 'Rays', '128', 'MIA', 'Miami', 'Marlins', '118', 'Marlins Park', '9', '6', '2', '0', '2', '2', '0', '0', '0', '0', '0', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '5', '2', '', '', '', '']"
"['', '44706', '2018-07-03', '00:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '122', 'HOU', 'Houston', 'Astros', '121', 'TEX', 'Texas', 'Rangers', '115', 'Globe Life Park in Arlington', '5', '3', '2', '0', '0', '0', '3', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44707', '2018-07-03', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '136', 'SF', 'San Francisco', 'Giants', '138', 'COL', 'Colorado', 'Rockies', '112', 'Coors Field', '1', '8', '0', '2', '0', '0', '0', '1', '0', '0', '0', '3', '0', '2', '0', '0', '1', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44708', '2018-07-03', '00:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '116', 'CLE', 'Cleveland', 'Indians', '118', 'KC', 'Kansas City', 'Royals', '117', 'Kauffman Stadium', '6', '4', '2', '2', '0', '2', '0', '0', '0', '0', '0', '0', '4', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44709', '2018-07-03', '01:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '139', 'SD', 'San Diego', 'Padres', '125', 'OAK', 'Oakland', 'Athletics', '64', 'Oakland-Alameda County Coliseum', '2', '6', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '5', '0', '1', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44710', '2018-07-03', '01:40:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '133', 'STL', 'St. Louis', 'Cardinals', '140', 'ARI', 'Arizona', 'Diamondbacks', '108', 'Chase Field', '2', '4', '0', '1', '2', '0', '0', '0', '0', '0', '0', '3', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44711', '2018-07-03', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '124', 'LAA', 'Los Angeles', 'Angels', '123', 'SEA', 'Seattle', 'Mariners', '128', 'Safeco Field', '1', '4', '0', '3', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44712', '2018-07-03', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '132', 'PIT', 'Pittsburgh', 'Pirates', '137', 'LAD', 'Los Angeles', 'Dodgers', '113', 'Dodger Stadium', '3', '8', '0', '2', '1', '0', '0', '1', '1', '2', '0', '0', '0', '3', '1', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44713', '2018-07-04', '15:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '113', 'BOS', 'Boston', 'Red Sox', '126', 'WAS', 'Washington', 'Nationals', '121', 'Nationals Park', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44714', '2018-07-04', '17:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '130', 'ATL', 'Atlanta', 'Braves', '114', 'NYY', 'New York', 'Yankees', '134', 'Yankee Stadium', '2', '6', '0', '0', '0', '1', '0', '3', '0', '1', '1', '0', '1', '0', '0', '1', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44715', '2018-07-04', '17:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '115', 'TB', 'Tampa Bay', 'Rays', '128', 'MIA', 'Miami', 'Marlins', '118', 'Marlins Park', '0', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44716', '2018-07-04', '18:20:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '117', 'DET', 'Detroit', 'Tigers', '131', 'CHC', 'Chicago', 'Cubs', '133', 'Wrigley Field', '2', '5', '1', '0', '0', '1', '1', '0', '0', '1', '0', '0', '0', '1', '0', '2', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44717', '2018-07-04', '20:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '111', 'BAL', 'Baltimore', 'Orioles', '129', 'PHI', 'Philadelphia', 'Phillies', '110', 'Citizens Bank Park', '1', '4', '0', '0', '0', '0', '1', '0', '0', '0', '0', '2', '0', '0', '0', '2', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44718', '2018-07-04', '20:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '139', 'SD', 'San Diego', 'Padres', '125', 'OAK', 'Oakland', 'Athletics', '64', 'Oakland-Alameda County Coliseum', '2', '4', '0', '0', '2', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44719', '2018-07-04', '20:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '124', 'LAA', 'Los Angeles', 'Angels', '123', 'SEA', 'Seattle', 'Mariners', '128', 'Safeco Field', '7', '4', '0', '0', '1', '2', '0', '0', '2', '0', '1', '0', '2', '1', '0', '0', '1', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44720', '2018-07-04', '20:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '120', 'MIN', 'Minnesota', 'Twins', '134', 'MIL', 'Milwaukee', 'Brewers', '119', 'Miller Park', '2', '3', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44721', '2018-07-04', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '122', 'HOU', 'Houston', 'Astros', '121', 'TEX', 'Texas', 'Rangers', '115', 'Globe Life Park in Arlington', '5', '4', '0', '0', '0', '1', '0', '3', '3', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44722', '2018-07-04', '23:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '127', 'NYM', 'New York', 'Mets', '112', 'TOR', 'Toronto', 'Blue Jays', '127', 'Rogers Centre', '6', '3', '0', '0', '0', '1', '1', '0', '0', '1', '5', '0', '0', '1', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44723', '2018-07-04', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '119', 'CWS', 'Chicago', 'White Sox', '135', 'CIN', 'Cincinnati', 'Reds', '116', 'Great American Ball Park', '4', '7', '0', '0', '0', '0', '2', '0', '1', '6', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44724', '2018-07-04', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '132', 'PIT', 'Pittsburgh', 'Pirates', '137', 'LAD', 'Los Angeles', 'Dodgers', '113', 'Dodger Stadium', '4', '6', '0', '1', '0', '0', '2', '3', '0', '0', '0', '2', '0', '0', '0', '0', '2', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44725', '2018-07-04', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '136', 'SF', 'San Francisco', 'Giants', '138', 'COL', 'Colorado', 'Rockies', '112', 'Coors Field', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44726', '2018-07-04', '00:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '116', 'CLE', 'Cleveland', 'Indians', '118', 'KC', 'Kansas City', 'Royals', '117', 'Kauffman Stadium', '3', '2', '2', '0', '1', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44727', '2018-07-04', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '133', 'STL', 'St. Louis', 'Cardinals', '140', 'ARI', 'Arizona', 'Diamondbacks', '108', 'Chase Field', '8', '4', '0', '0', '0', '0', '0', '0', '0', '2', '1', '0', '0', '0', '5', '2', '2', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44728', '2018-07-05', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '128', 'MIA', 'Miami', 'Marlins', '126', 'WAS', 'Washington', 'Nationals', '121', 'Nationals Park', '12', '14', '1', '0', '6', '0', '0', '0', '2', '1', '0', '4', '0', '5', '0', '4', '3', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44729', '2018-07-05', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '121', 'TEX', 'Texas', 'Rangers', '117', 'DET', 'Detroit', 'Tigers', '111', 'Comerica Park', '7', '5', '0', '0', '2', '0', '2', '0', '3', '3', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44730', '2018-07-05', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '130', 'ATL', 'Atlanta', 'Braves', '134', 'MIL', 'Milwaukee', 'Brewers', '119', 'Miller Park', '2', '7', '2', '1', '0', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44731', '2018-07-05', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '111', 'BAL', 'Baltimore', 'Orioles', '120', 'MIN', 'Minnesota', 'Twins', '129', 'Target Field', '2', '5', '0', '0', '0', '0', '0', '2', '0', '1', '1', '0', '0', '0', '1', '0', '0', '2', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44732', '2018-07-05', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '119', 'CWS', 'Chicago', 'White Sox', '122', 'HOU', 'Houston', 'Astros', '120', 'Minute Maid Park', '3', '4', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '2', '0', '0', '0', '1', '0', '0', '2', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44733', '2018-07-05', '01:40:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '139', 'SD', 'San Diego', 'Padres', '140', 'ARI', 'Arizona', 'Diamondbacks', '108', 'Chase Field', '6', '3', '1', '0', '0', '1', '0', '0', '0', '0', '1', '0', '3', '0', '1', '0', '0', '2', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44734', '2018-07-05', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '124', 'LAA', 'Los Angeles', 'Angels', '123', 'SEA', 'Seattle', 'Mariners', '128', 'Safeco Field', '1', '4', '0', '0', '0', '0', '0', '1', '1', '0', '0', '1', '0', '0', '0', '2', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44735', '2018-07-05', '02:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '133', 'STL', 'St. Louis', 'Cardinals', '136', 'SF', 'San Francisco', 'Giants', '106', 'AT&T Park', '11', '2', '4', '0', '1', '0', '0', '0', '0', '0', '0', '0', '4', '2', '2', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44736', '2018-07-06', '18:20:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '135', 'CIN', 'Cincinnati', 'Reds', '131', 'CHC', 'Chicago', 'Cubs', '133', 'Wrigley Field', '3', '2', '0', '0', '0', '0', '0', '0', '2', '0', '1', '1', '0', '0', '0', '0', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44737', '2018-07-06', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '128', 'MIA', 'Miami', 'Marlins', '126', 'WAS', 'Washington', 'Nationals', '121', 'Nationals Park', '2', '3', '0', '0', '0', '0', '1', '0', '0', '2', '1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44738', '2018-07-06', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '129', 'PHI', 'Philadelphia', 'Phillies', '132', 'PIT', 'Pittsburgh', 'Pirates', '125', 'PNC Park', '17', '5', '0', '1', '2', '0', '3', '2', '0', '1', '0', '0', '2', '0', '7', '0', '0', '0', '3', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44739', '2018-07-06', '23:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '114', 'NYY', 'New York', 'Yankees', '112', 'TOR', 'Toronto', 'Blue Jays', '127', 'Rogers Centre', '2', '6', '0', '0', '0', '5', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44740', '2018-07-06', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '125', 'OAK', 'Oakland', 'Athletics', '116', 'CLE', 'Cleveland', 'Indians', '126', 'Progressive Field', '4', '10', '1', '0', '1', '1', '0', '3', '0', '0', '1', '2', '0', '0', '1', '4', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44741', '2018-07-06', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '115', 'TB', 'Tampa Bay', 'Rays', '127', 'NYM', 'New York', 'Mets', '109', 'Citi Field', '1', '5', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '4', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44742', '2018-07-06', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '121', 'TEX', 'Texas', 'Rangers', '117', 'DET', 'Detroit', 'Tigers', '111', 'Comerica Park', '1', '3', '1', '0', '0', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44743', '2018-07-06', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '130', 'ATL', 'Atlanta', 'Braves', '134', 'MIL', 'Milwaukee', 'Brewers', '119', 'Miller Park', '4', '5', '1', '0', '0', '0', '0', '5', '0', '0', '0', '0', '0', '0', '3', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44744', '2018-07-06', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '111', 'BAL', 'Baltimore', 'Orioles', '120', 'MIN', 'Minnesota', 'Twins', '129', 'Target Field', '2', '6', '0', '3', '0', '0', '0', '0', '0', '3', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44745', '2018-07-06', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '119', 'CWS', 'Chicago', 'White Sox', '122', 'HOU', 'Houston', 'Astros', '120', 'Minute Maid Park', '4', '11', '0', '0', '0', '0', '0', '1', '0', '2', '0', '0', '1', '0', '0', '1', '0', '7', '3', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44746', '2018-07-06', '00:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '113', 'BOS', 'Boston', 'Red Sox', '118', 'KC', 'Kansas City', 'Royals', '117', 'Kauffman Stadium', '10', '5', '4', '0', '4', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '2', '1', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44747', '2018-07-06', '01:40:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '139', 'SD', 'San Diego', 'Padres', '140', 'ARI', 'Arizona', 'Diamondbacks', '108', 'Chase Field', '1', '3', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '2', '0', '0', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44748', '2018-07-06', '02:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '137', 'LAD', 'Los Angeles', 'Dodgers', '124', 'LAA', 'Los Angeles', 'Angels', '105', 'Angel Stadium', '2', '3', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '2', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44749', '2018-07-06', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '138', 'COL', 'Colorado', 'Rockies', '123', 'SEA', 'Seattle', 'Mariners', '128', 'Safeco Field', '7', '1', '1', '0', '2', '0', '0', '0', '0', '0', '0', '0', '3', '1', '0', '0', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44750', '2018-07-06', '02:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '133', 'STL', 'St. Louis', 'Cardinals', '136', 'SF', 'San Francisco', 'Giants', '106', 'AT&T Park', '2', '3', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '1', '1', '1', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44751', '2018-07-07', '18:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '111', 'BAL', 'Baltimore', 'Orioles', '120', 'MIN', 'Minnesota', 'Twins', '129', 'Target Field', '4', '5', '3', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '2', '0', '0', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44752', '2018-07-07', '18:20:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '135', 'CIN', 'Cincinnati', 'Reds', '131', 'CHC', 'Chicago', 'Cubs', '133', 'Wrigley Field', '7', '8', '2', '0', '0', '0', '3', '0', '0', '2', '1', '0', '1', '1', '0', '1', '0', '4', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44753', '2018-07-07', '20:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '129', 'PHI', 'Philadelphia', 'Phillies', '132', 'PIT', 'Pittsburgh', 'Pirates', '125', 'PNC Park', '3', '2', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '3', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44754', '2018-07-07', '20:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '133', 'STL', 'St. Louis', 'Cardinals', '136', 'SF', 'San Francisco', 'Giants', '106', 'AT&T Park', '3', '2', '0', '0', '0', '0', '1', '0', '2', '0', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44755', '2018-07-07', '20:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '114', 'NYY', 'New York', 'Yankees', '112', 'TOR', 'Toronto', 'Blue Jays', '127', 'Rogers Centre', '8', '5', '4', '0', '0', '2', '3', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '1', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44756', '2018-07-07', '20:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '130', 'ATL', 'Atlanta', 'Braves', '134', 'MIL', 'Milwaukee', 'Brewers', '119', 'Miller Park', '5', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '3', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44757', '2018-07-07', '20:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '119', 'CWS', 'Chicago', 'White Sox', '122', 'HOU', 'Houston', 'Astros', '120', 'Minute Maid Park', '6', '12', '0', '0', '0', '1', '0', '3', '1', '0', '0', '2', '4', '2', '0', '1', '1', '3', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44758', '2018-07-07', '20:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '138', 'COL', 'Colorado', 'Rockies', '123', 'SEA', 'Seattle', 'Mariners', '128', 'Safeco Field', '5', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '3', '0', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '44759', '2018-07-07', '20:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '125', 'OAK', 'Oakland', 'Athletics', '116', 'CLE', 'Cleveland', 'Indians', '126', 'Progressive Field', '6', '3', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '3', '0', '0', '0', '0', '0', '3', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
