"['#Date/Time of Update: 2020-03-10 12:22:17 GMT', '#Game ID', '#Game Date', '#Game Time', '#Schedule Status', '#Played Status', '#Current Inning', '#Current Inning Half', '#Current Intermission', '#Away Team ID', '#Away Team Abbr.', '#Away Team City', '#Away Team Name', '#Home Team ID', '#Home Team Abbr.', '#Home Team City', '#Home Team Name', '#Venue ID', '#Venue Name', '#Away Score Total', '#Home Score Total', '#Inning 1 Away Score', '#Inning 1 Home Score', '#Inning 2 Away Score', '#Inning 2 Home Score', '#Inning 3 Away Score', '#Inning 3 Home Score', '#Inning 4 Away Score', '#Inning 4 Home Score', '#Inning 5 Away Score', '#Inning 5 Home Score', '#Inning 6 Away Score', '#Inning 6 Home Score', '#Inning 7 Away Score', '#Inning 7 Home Score', '#Inning 8 Away Score', '#Inning 8 Home Score', '#Inning 9 Away Score', '#Inning 9 Home Score', '#Inning 10 Away Score', '#Inning 10 Home Score', '#Inning 11 Away Score', '#Inning 11 Home Score', '#Inning 12 Away Score', '#Inning 12 Home Score', '#Inning 13 Away Score', '#Inning 13 Home Score', '#Inning 14 Away Score', '#Inning 14 Home Score', '#Inning 15 Away Score', '#Inning 15 Home Score', '#Inning 16 Away Score', '#Inning 16 Home Score', '#Inning 17 Away Score', '#Inning 17 Home Score', '#Inning 18 Away Score', '#Inning 18 Home Score', '#Inning 19 Away Score', '#Inning 19 Home Score']"
"['', '50329', '2019-06-07', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '132', 'PIT', 'Pittsburgh', 'Pirates', '134', 'MIL', 'Milwaukee', 'Brewers', '119', 'Miller Park', '4', '10', '0', '0', '0', '3', '2', '0', '0', '1', '0', '0', '1', '3', '0', '3', '1', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50337', '2019-06-07', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '111', 'BAL', 'Baltimore', 'Orioles', '122', 'HOU', 'Houston', 'Astros', '120', 'Minute Maid Park', '3', '4', '2', '0', '0', '0', '1', '0', '0', '0', '0', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50340', '2019-06-07', '00:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '119', 'CWS', 'Chicago', 'White Sox', '118', 'KC', 'Kansas City', 'Royals', '117', 'Kauffman Stadium', '4', '6', '0', '0', '0', '0', '2', '1', '0', '0', '0', '0', '0', '3', '2', '2', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50328', '2019-06-07', '02:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '123', 'SEA', 'Seattle', 'Mariners', '124', 'LAA', 'Los Angeles', 'Angels', '105', 'Angel Stadium', '6', '2', '0', '0', '0', '1', '0', '0', '1', '0', '1', '0', '3', '1', '1', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50327', '2019-06-07', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '126', 'WAS', 'Washington', 'Nationals', '139', 'SD', 'San Diego', 'Padres', '124', 'Petco Park', '4', '5', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '3', '0', '0', '0', '1', '2', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50326', '2019-06-07', '02:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '137', 'LAD', 'Los Angeles', 'Dodgers', '136', 'SF', 'San Francisco', 'Giants', '106', 'Oracle Park', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '1', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50320', '2019-06-08', '17:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '115', 'TB', 'Tampa Bay', 'Rays', '113', 'BOS', 'Boston', 'Red Sox', '114', 'Fenway Park', '9', '2', '0', '0', '4', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '4', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51070', '2019-06-08', '18:05:00 GMT', 'POSTPONED', 'COMPLETED', '', '', '', '125', 'OAK', 'Oakland', 'Athletics', '121', 'TEX', 'Texas', 'Rangers', '115', 'Globe Life Park in Arlington', '5', '10', '0', '3', '0', '0', '0', '2', '4', '1', '0', '4', '0', '0', '1', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50325', '2019-06-08', '18:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '119', 'CWS', 'Chicago', 'White Sox', '118', 'KC', 'Kansas City', 'Royals', '117', 'Kauffman Stadium', '2', '0', '0', '0', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50319', '2019-06-08', '19:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '140', 'ARI', 'Arizona', 'Diamondbacks', '112', 'TOR', 'Toronto', 'Blue Jays', '127', 'Rogers Centre', '6', '0', '0', '0', '1', '0', '3', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50318', '2019-06-08', '20:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '135', 'CIN', 'Cincinnati', 'Reds', '129', 'PHI', 'Philadelphia', 'Phillies', '110', 'Citizens Bank Park', '1', '4', '1', '2', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50315', '2019-06-08', '20:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '132', 'PIT', 'Pittsburgh', 'Pirates', '134', 'MIL', 'Milwaukee', 'Brewers', '119', 'Miller Park', '3', '5', '0', '0', '2', '2', '1', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50316', '2019-06-08', '20:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '120', 'MIN', 'Minnesota', 'Twins', '117', 'DET', 'Detroit', 'Tigers', '111', 'Comerica Park', '3', '9', '1', '0', '0', '3', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0', '1', '4', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50317', '2019-06-08', '20:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '130', 'ATL', 'Atlanta', 'Braves', '128', 'MIA', 'Miami', 'Marlins', '118', 'Marlins Park', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50321', '2019-06-08', '20:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '111', 'BAL', 'Baltimore', 'Orioles', '122', 'HOU', 'Houston', 'Astros', '120', 'Minute Maid Park', '4', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '1', '0', '2', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50324', '2019-06-08', '20:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '114', 'NYY', 'New York', 'Yankees', '116', 'CLE', 'Cleveland', 'Indians', '126', 'Progressive Field', '4', '8', '2', '0', '0', '0', '0', '0', '0', '2', '0', '2', '0', '3', '2', '0', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50894', '2019-06-08', '22:10:00 GMT', 'POSTPONED', 'COMPLETED', '', '', '', '115', 'TB', 'Tampa Bay', 'Rays', '113', 'BOS', 'Boston', 'Red Sox', '114', 'Fenway Park', '1', '5', '0', '0', '0', '0', '0', '2', '0', '0', '1', '1', '0', '2', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50312', '2019-06-08', '23:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '133', 'STL', 'St. Louis', 'Cardinals', '131', 'CHC', 'Chicago', 'Cubs', '133', 'Wrigley Field', '4', '9', '4', '2', '0', '0', '0', '1', '0', '1', '0', '0', '0', '4', '0', '1', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50313', '2019-06-08', '23:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '137', 'LAD', 'Los Angeles', 'Dodgers', '136', 'SF', 'San Francisco', 'Giants', '106', 'Oracle Park', '7', '2', '0', '0', '0', '0', '1', '1', '0', '1', '1', '0', '1', '0', '0', '0', '4', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50314', '2019-06-08', '23:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '138', 'COL', 'Colorado', 'Rockies', '127', 'NYM', 'New York', 'Mets', '109', 'Citi Field', '3', '5', '0', '0', '0', '2', '2', '1', '1', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50322', '2019-06-08', '01:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '125', 'OAK', 'Oakland', 'Athletics', '121', 'TEX', 'Texas', 'Rangers', '115', 'Globe Life Park in Arlington', '1', '3', '0', '0', '0', '0', '0', '0', '1', '0', '0', '2', '0', '1', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50311', '2019-06-08', '02:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '123', 'SEA', 'Seattle', 'Mariners', '124', 'LAA', 'Los Angeles', 'Angels', '105', 'Angel Stadium', '3', '12', '0', '3', '1', '0', '1', '0', '0', '4', '0', '3', '1', '0', '0', '0', '0', '2', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50323', '2019-06-08', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '126', 'WAS', 'Washington', 'Nationals', '139', 'SD', 'San Diego', 'Padres', '124', 'Petco Park', '4', '1', '1', '0', '0', '0', '0', '0', '2', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50305', '2019-06-09', '17:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '135', 'CIN', 'Cincinnati', 'Reds', '129', 'PHI', 'Philadelphia', 'Phillies', '110', 'Citizens Bank Park', '4', '3', '0', '0', '1', '0', '0', '2', '0', '0', '0', '1', '0', '0', '3', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50306', '2019-06-09', '17:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '115', 'TB', 'Tampa Bay', 'Rays', '113', 'BOS', 'Boston', 'Red Sox', '114', 'Fenway Park', '6', '1', '2', '0', '1', '1', '0', '0', '0', '0', '0', '0', '1', '0', '2', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50304', '2019-06-09', '17:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '140', 'ARI', 'Arizona', 'Diamondbacks', '112', 'TOR', 'Toronto', 'Blue Jays', '127', 'Rogers Centre', '8', '2', '0', '1', '0', '1', '8', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50301', '2019-06-09', '17:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '138', 'COL', 'Colorado', 'Rockies', '127', 'NYM', 'New York', 'Mets', '109', 'Citi Field', '1', '6', '0', '3', '0', '0', '0', '0', '0', '1', '0', '2', '0', '0', '0', '0', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50302', '2019-06-09', '17:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '120', 'MIN', 'Minnesota', 'Twins', '117', 'DET', 'Detroit', 'Tigers', '111', 'Comerica Park', '12', '2', '3', '1', '0', '0', '0', '0', '5', '0', '1', '0', '2', '0', '1', '1', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50303', '2019-06-09', '17:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '130', 'ATL', 'Atlanta', 'Braves', '128', 'MIA', 'Miami', 'Marlins', '118', 'Marlins Park', '7', '6', '0', '1', '0', '0', '1', '0', '0', '0', '0', '2', '0', '0', '0', '2', '0', '0', '4', '0', '1', '1', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50309', '2019-06-09', '17:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '114', 'NYY', 'New York', 'Yankees', '116', 'CLE', 'Cleveland', 'Indians', '126', 'Progressive Field', '7', '6', '0', '0', '5', '0', '0', '0', '0', '0', '0', '0', '0', '4', '0', '1', '0', '0', '1', '1', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50300', '2019-06-09', '18:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '132', 'PIT', 'Pittsburgh', 'Pirates', '134', 'MIL', 'Milwaukee', 'Brewers', '119', 'Miller Park', '2', '5', '0', '0', '2', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '3', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50307', '2019-06-09', '18:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '111', 'BAL', 'Baltimore', 'Orioles', '122', 'HOU', 'Houston', 'Astros', '120', 'Minute Maid Park', '0', '4', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50310', '2019-06-09', '18:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '119', 'CWS', 'Chicago', 'White Sox', '118', 'KC', 'Kansas City', 'Royals', '117', 'Kauffman Stadium', '5', '2', '0', '0', '2', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '1', '0', '1', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50308', '2019-06-09', '19:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '125', 'OAK', 'Oakland', 'Athletics', '121', 'TEX', 'Texas', 'Rangers', '115', 'Globe Life Park in Arlington', '9', '8', '0', '0', '3', '0', '2', '0', '3', '2', '0', '0', '0', '1', '0', '0', '0', '3', '1', '2', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50298', '2019-06-09', '20:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '137', 'LAD', 'Los Angeles', 'Dodgers', '136', 'SF', 'San Francisco', 'Giants', '106', 'Oracle Park', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50297', '2019-06-09', '20:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '123', 'SEA', 'Seattle', 'Mariners', '124', 'LAA', 'Los Angeles', 'Angels', '105', 'Angel Stadium', '9', '3', '0', '0', '2', '0', '0', '1', '0', '0', '0', '0', '3', '0', '2', '1', '1', '1', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50296', '2019-06-09', '20:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '126', 'WAS', 'Washington', 'Nationals', '139', 'SD', 'San Diego', 'Padres', '124', 'Petco Park', '5', '2', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '4', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50299', '2019-06-09', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '133', 'STL', 'St. Louis', 'Cardinals', '131', 'CHC', 'Chicago', 'Cubs', '133', 'Wrigley Field', '1', '5', '0', '1', '1', '0', '0', '0', '0', '0', '0', '2', '0', '0', '0', '1', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50293', '2019-06-10', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '140', 'ARI', 'Arizona', 'Diamondbacks', '129', 'PHI', 'Philadelphia', 'Phillies', '110', 'Citizens Bank Park', '13', '8', '3', '1', '0', '1', '0', '1', '4', '1', '3', '0', '1', '0', '0', '0', '0', '2', '2', '2', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50290', '2019-06-10', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '121', 'TEX', 'Texas', 'Rangers', '113', 'BOS', 'Boston', 'Red Sox', '114', 'Fenway Park', '4', '3', '0', '2', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '2', '1', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50291', '2019-06-10', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '133', 'STL', 'St. Louis', 'Cardinals', '128', 'MIA', 'Miami', 'Marlins', '118', 'Marlins Park', '4', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '3', '0', '0', '1', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50295', '2019-06-10', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '125', 'OAK', 'Oakland', 'Athletics', '115', 'TB', 'Tampa Bay', 'Rays', '130', 'Tropicana Field', '2', '6', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '2', '0', '2', '2', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50289', '2019-06-10', '23:20:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '132', 'PIT', 'Pittsburgh', 'Pirates', '130', 'ATL', 'Atlanta', 'Braves', '136', 'SunTrust Park', '7', '13', '1', '0', '0', '5', '3', '1', '0', '2', '0', '0', '0', '1', '0', '1', '3', '3', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50294', '2019-06-10', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '126', 'WAS', 'Washington', 'Nationals', '119', 'CWS', 'Chicago', 'White Sox', '132', 'Guaranteed Rate Field', '12', '1', '0', '0', '1', '0', '1', '0', '0', '0', '1', '0', '0', '1', '1', '0', '2', '0', '6', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50288', '2019-06-10', '00:40:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '131', 'CHC', 'Chicago', 'Cubs', '138', 'COL', 'Colorado', 'Rockies', '112', 'Coors Field', '5', '6', '0', '0', '0', '0', '4', '4', '0', '0', '0', '0', '0', '0', '0', '1', '1', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50287', '2019-06-10', '02:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '137', 'LAD', 'Los Angeles', 'Dodgers', '124', 'LAA', 'Los Angeles', 'Angels', '105', 'Angel Stadium', '3', '5', '0', '0', '3', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '2', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50292', '2019-06-11', '17:05:00 GMT', 'POSTPONED', 'COMPLETED', '', '', '', '127', 'NYM', 'New York', 'Mets', '114', 'NYY', 'New York', 'Yankees', '134', 'Yankee Stadium', '5', '12', '0', '0', '0', '1', '4', '1', '0', '5', '0', '2', '1', '0', '0', '1', '0', '2', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50279', '2019-06-11', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '127', 'NYM', 'New York', 'Mets', '114', 'NYY', 'New York', 'Yankees', '134', 'Yankee Stadium', '10', '4', '3', '0', '0', '0', '3', '3', '2', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50280', '2019-06-11', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '140', 'ARI', 'Arizona', 'Diamondbacks', '129', 'PHI', 'Philadelphia', 'Phillies', '110', 'Citizens Bank Park', '4', '7', '0', '0', '0', '4', '0', '0', '2', '0', '1', '2', '0', '1', '1', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50281', '2019-06-11', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '112', 'TOR', 'Toronto', 'Blue Jays', '111', 'BAL', 'Baltimore', 'Orioles', '123', 'Oriole Park at Camden Yards', '2', '4', '1', '0', '0', '0', '0', '2', '0', '1', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50277', '2019-06-11', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '121', 'TEX', 'Texas', 'Rangers', '113', 'BOS', 'Boston', 'Red Sox', '114', 'Fenway Park', '9', '5', '0', '0', '1', '1', '2', '2', '1', '0', '2', '0', '3', '0', '0', '1', '0', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50278', '2019-06-11', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '133', 'STL', 'St. Louis', 'Cardinals', '128', 'MIA', 'Miami', 'Marlins', '118', 'Marlins Park', '7', '1', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '2', '0', '0', '0', '3', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50283', '2019-06-11', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '135', 'CIN', 'Cincinnati', 'Reds', '116', 'CLE', 'Cleveland', 'Indians', '126', 'Progressive Field', '1', '2', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
