"['#Date/Time of Update: 2020-03-10 12:22:17 GMT', '#Game ID', '#Game Date', '#Game Time', '#Schedule Status', '#Played Status', '#Current Inning', '#Current Inning Half', '#Current Intermission', '#Away Team ID', '#Away Team Abbr.', '#Away Team City', '#Away Team Name', '#Home Team ID', '#Home Team Abbr.', '#Home Team City', '#Home Team Name', '#Venue ID', '#Venue Name', '#Away Score Total', '#Home Score Total', '#Inning 1 Away Score', '#Inning 1 Home Score', '#Inning 2 Away Score', '#Inning 2 Home Score', '#Inning 3 Away Score', '#Inning 3 Home Score', '#Inning 4 Away Score', '#Inning 4 Home Score', '#Inning 5 Away Score', '#Inning 5 Home Score', '#Inning 6 Away Score', '#Inning 6 Home Score', '#Inning 7 Away Score', '#Inning 7 Home Score', '#Inning 8 Away Score', '#Inning 8 Home Score', '#Inning 9 Away Score', '#Inning 9 Home Score', '#Inning 10 Away Score', '#Inning 10 Home Score', '#Inning 11 Away Score', '#Inning 11 Home Score', '#Inning 12 Away Score', '#Inning 12 Home Score', '#Inning 13 Away Score', '#Inning 13 Home Score', '#Inning 14 Away Score', '#Inning 14 Home Score', '#Inning 15 Away Score', '#Inning 15 Home Score', '#Inning 16 Away Score', '#Inning 16 Home Score', '#Inning 17 Away Score', '#Inning 17 Home Score', '#Inning 18 Away Score', '#Inning 18 Home Score', '#Inning 19 Away Score', '#Inning 19 Home Score']"
"['', '50286', '2019-06-11', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '125', 'OAK', 'Oakland', 'Athletics', '115', 'TB', 'Tampa Bay', 'Rays', '130', 'Tropicana Field', '4', '3', '0', '1', '0', '0', '0', '0', '0', '1', '1', '0', '3', '0', '0', '0', '0', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50276', '2019-06-11', '23:20:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '132', 'PIT', 'Pittsburgh', 'Pirates', '130', 'ATL', 'Atlanta', 'Braves', '136', 'SunTrust Park', '5', '7', '2', '0', '0', '4', '0', '0', '1', '0', '1', '0', '0', '3', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50275', '2019-06-11', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '123', 'SEA', 'Seattle', 'Mariners', '120', 'MIN', 'Minnesota', 'Twins', '129', 'Target Field', '5', '6', '0', '0', '0', '0', '3', '0', '0', '3', '1', '0', '0', '0', '1', '0', '0', '3', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50282', '2019-06-11', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '134', 'MIL', 'Milwaukee', 'Brewers', '122', 'HOU', 'Houston', 'Astros', '120', 'Minute Maid Park', '8', '10', '1', '0', '0', '2', '1', '2', '0', '0', '1', '4', '0', '0', '1', '2', '1', '0', '3', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50284', '2019-06-11', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '126', 'WAS', 'Washington', 'Nationals', '119', 'CWS', 'Chicago', 'White Sox', '132', 'Guaranteed Rate Field', '5', '7', '2', '4', '0', '0', '0', '0', '0', '1', '0', '0', '0', '2', '0', '0', '2', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50285', '2019-06-11', '00:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '117', 'DET', 'Detroit', 'Tigers', '118', 'KC', 'Kansas City', 'Royals', '117', 'Kauffman Stadium', '2', '3', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '0', '2', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50274', '2019-06-11', '00:40:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '131', 'CHC', 'Chicago', 'Cubs', '138', 'COL', 'Colorado', 'Rockies', '112', 'Coors Field', '3', '10', '0', '2', '1', '0', '0', '0', '0', '0', '0', '2', '0', '5', '0', '0', '0', '1', '2', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50273', '2019-06-11', '01:45:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '139', 'SD', 'San Diego', 'Padres', '136', 'SF', 'San Francisco', 'Giants', '106', 'Oracle Park', '5', '6', '1', '0', '0', '0', '0', '0', '0', '3', '3', '0', '0', '0', '0', '3', '1', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50272', '2019-06-11', '02:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '137', 'LAD', 'Los Angeles', 'Dodgers', '124', 'LAA', 'Los Angeles', 'Angels', '105', 'Angel Stadium', '3', '5', '0', '5', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50271', '2019-06-12', '16:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '125', 'OAK', 'Oakland', 'Athletics', '115', 'TB', 'Tampa Bay', 'Rays', '130', 'Tropicana Field', '6', '2', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '2', '4', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50268', '2019-06-12', '17:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '135', 'CIN', 'Cincinnati', 'Reds', '116', 'CLE', 'Cleveland', 'Indians', '126', 'Progressive Field', '7', '2', '2', '0', '0', '1', '0', '0', '0', '0', '1', '0', '1', '0', '1', '0', '2', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50267', '2019-06-12', '19:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '131', 'CHC', 'Chicago', 'Cubs', '138', 'COL', 'Colorado', 'Rockies', '112', 'Coors Field', '10', '1', '0', '0', '5', '0', '0', '0', '0', '0', '3', '0', '0', '0', '0', '0', '2', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50263', '2019-06-12', '20:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '121', 'TEX', 'Texas', 'Rangers', '113', 'BOS', 'Boston', 'Red Sox', '114', 'Fenway Park', '3', '4', '2', '1', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50265', '2019-06-12', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '140', 'ARI', 'Arizona', 'Diamondbacks', '129', 'PHI', 'Philadelphia', 'Phillies', '110', 'Citizens Bank Park', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50266', '2019-06-12', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '112', 'TOR', 'Toronto', 'Blue Jays', '111', 'BAL', 'Baltimore', 'Orioles', '123', 'Oriole Park at Camden Yards', '8', '6', '0', '0', '0', '0', '0', '0', '0', '1', '6', '1', '2', '0', '0', '0', '0', '4', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50264', '2019-06-12', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '133', 'STL', 'St. Louis', 'Cardinals', '128', 'MIA', 'Miami', 'Marlins', '118', 'Marlins Park', '0', '9', '0', '1', '0', '4', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '3', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50262', '2019-06-12', '23:20:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '132', 'PIT', 'Pittsburgh', 'Pirates', '130', 'ATL', 'Atlanta', 'Braves', '136', 'SunTrust Park', '7', '8', '0', '3', '2', '1', '0', '2', '2', '0', '1', '0', '1', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50261', '2019-06-12', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '123', 'SEA', 'Seattle', 'Mariners', '120', 'MIN', 'Minnesota', 'Twins', '129', 'Target Field', '9', '6', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '5', '3', '0', '2', '3', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50269', '2019-06-12', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '134', 'MIL', 'Milwaukee', 'Brewers', '122', 'HOU', 'Houston', 'Astros', '120', 'Minute Maid Park', '6', '3', '1', '0', '1', '0', '0', '0', '0', '3', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50270', '2019-06-12', '00:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '117', 'DET', 'Detroit', 'Tigers', '118', 'KC', 'Kansas City', 'Royals', '117', 'Kauffman Stadium', '3', '2', '1', '0', '0', '0', '0', '1', '1', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50260', '2019-06-12', '01:45:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '139', 'SD', 'San Diego', 'Padres', '136', 'SF', 'San Francisco', 'Giants', '106', 'Oracle Park', '2', '4', '0', '0', '0', '1', '1', '0', '0', '0', '1', '2', '0', '0', '0', '1', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50256', '2019-06-13', '16:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '132', 'PIT', 'Pittsburgh', 'Pirates', '130', 'ATL', 'Atlanta', 'Braves', '136', 'SunTrust Park', '5', '6', '0', '0', '0', '0', '1', '1', '1', '0', '0', '5', '0', '0', '2', '0', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50255', '2019-06-13', '17:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '123', 'SEA', 'Seattle', 'Mariners', '120', 'MIN', 'Minnesota', 'Twins', '129', 'Target Field', '5', '10', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '6', '0', '3', '2', '0', '2', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50253', '2019-06-13', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '140', 'ARI', 'Arizona', 'Diamondbacks', '126', 'WAS', 'Washington', 'Nationals', '121', 'Nationals Park', '5', '0', '2', '0', '1', '0', '0', '0', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50254', '2019-06-13', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '112', 'TOR', 'Toronto', 'Blue Jays', '111', 'BAL', 'Baltimore', 'Orioles', '123', 'Oriole Park at Camden Yards', '12', '3', '0', '0', '1', '0', '1', '1', '0', '0', '0', '1', '7', '0', '3', '0', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50251', '2019-06-13', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '121', 'TEX', 'Texas', 'Rangers', '113', 'BOS', 'Boston', 'Red Sox', '114', 'Fenway Park', '6', '7', '4', '1', '2', '3', '0', '0', '0', '1', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50259', '2019-06-13', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '124', 'LAA', 'Los Angeles', 'Angels', '115', 'TB', 'Tampa Bay', 'Rays', '130', 'Tropicana Field', '5', '3', '3', '0', '0', '0', '0', '0', '0', '0', '2', '3', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50250', '2019-06-13', '00:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '117', 'DET', 'Detroit', 'Tigers', '118', 'KC', 'Kansas City', 'Royals', '117', 'Kauffman Stadium', '3', '7', '0', '0', '0', '2', '0', '0', '0', '3', '0', '1', '0', '1', '1', '0', '1', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50258', '2019-06-13', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '114', 'NYY', 'New York', 'Yankees', '119', 'CWS', 'Chicago', 'White Sox', '132', 'Guaranteed Rate Field', '4', '5', '0', '0', '2', '0', '0', '0', '2', '0', '0', '4', '0', '0', '0', '1', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50249', '2019-06-13', '00:40:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '139', 'SD', 'San Diego', 'Padres', '138', 'COL', 'Colorado', 'Rockies', '112', 'Coors Field', '6', '9', '2', '3', '0', '2', '0', '0', '1', '1', '1', '0', '0', '1', '1', '2', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50257', '2019-06-13', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '131', 'CHC', 'Chicago', 'Cubs', '137', 'LAD', 'Los Angeles', 'Dodgers', '113', 'Dodger Stadium', '3', '7', '2', '0', '0', '0', '1', '0', '0', '4', '0', '2', '0', '0', '0', '1', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50252', '2019-06-14', '17:15:00 GMT', 'POSTPONED', 'COMPLETED', '', '', '', '133', 'STL', 'St. Louis', 'Cardinals', '127', 'NYM', 'New York', 'Mets', '109', 'Citi Field', '5', '4', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '2', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50243', '2019-06-14', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '140', 'ARI', 'Arizona', 'Diamondbacks', '126', 'WAS', 'Washington', 'Nationals', '121', 'Nationals Park', '3', '7', '0', '0', '0', '0', '1', '3', '0', '0', '1', '0', '0', '2', '0', '2', '1', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50244', '2019-06-14', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '113', 'BOS', 'Boston', 'Red Sox', '111', 'BAL', 'Baltimore', 'Orioles', '123', 'Oriole Park at Camden Yards', '13', '2', '0', '1', '2', '0', '0', '0', '4', '0', '5', '0', '2', '0', '0', '0', '0', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50239', '2019-06-14', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '121', 'TEX', 'Texas', 'Rangers', '135', 'CIN', 'Cincinnati', 'Reds', '116', 'Great American Ball Park', '7', '1', '2', '0', '0', '0', '0', '0', '0', '0', '4', '0', '1', '0', '0', '0', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50240', '2019-06-14', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '133', 'STL', 'St. Louis', 'Cardinals', '127', 'NYM', 'New York', 'Mets', '109', 'Citi Field', '9', '5', '0', '1', '0', '0', '1', '0', '0', '0', '3', '1', '0', '0', '0', '3', '4', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50241', '2019-06-14', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '116', 'CLE', 'Cleveland', 'Indians', '117', 'DET', 'Detroit', 'Tigers', '111', 'Comerica Park', '13', '4', '0', '0', '2', '2', '0', '1', '8', '0', '1', '0', '0', '0', '0', '0', '2', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50242', '2019-06-14', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '132', 'PIT', 'Pittsburgh', 'Pirates', '128', 'MIA', 'Miami', 'Marlins', '118', 'Marlins Park', '11', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '0', '0', '0', '3', '0', '3', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50248', '2019-06-14', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '124', 'LAA', 'Los Angeles', 'Angels', '115', 'TB', 'Tampa Bay', 'Rays', '130', 'Tropicana Field', '4', '9', '2', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '5', '0', '4', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50238', '2019-06-14', '23:20:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '129', 'PHI', 'Philadelphia', 'Phillies', '130', 'ATL', 'Atlanta', 'Braves', '136', 'SunTrust Park', '8', '9', '0', '0', '1', '1', '2', '0', '1', '0', '1', '0', '0', '1', '2', '2', '1', '2', '0', '3', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50237', '2019-06-14', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '118', 'KC', 'Kansas City', 'Royals', '120', 'MIN', 'Minnesota', 'Twins', '129', 'Target Field', '0', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50246', '2019-06-14', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '114', 'NYY', 'New York', 'Yankees', '119', 'CWS', 'Chicago', 'White Sox', '132', 'Guaranteed Rate Field', '2', '10', '1', '4', '0', '1', '0', '0', '0', '0', '0', '1', '0', '4', '0', '0', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50247', '2019-06-14', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '112', 'TOR', 'Toronto', 'Blue Jays', '122', 'HOU', 'Houston', 'Astros', '120', 'Minute Maid Park', '2', '15', '0', '3', '0', '3', '0', '2', '0', '2', '2', '0', '0', '0', '0', '0', '0', '5', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50236', '2019-06-14', '00:40:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '139', 'SD', 'San Diego', 'Padres', '138', 'COL', 'Colorado', 'Rockies', '112', 'Coors Field', '16', '12', '0', '0', '1', '0', '0', '2', '0', '0', '0', '2', '2', '5', '1', '2', '1', '0', '6', '0', '0', '0', '0', '0', '5', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50235', '2019-06-14', '01:37:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '123', 'SEA', 'Seattle', 'Mariners', '125', 'OAK', 'Oakland', 'Athletics', '64', 'RingCentral Coliseum', '9', '2', '0', '0', '0', '1', '1', '1', '3', '0', '0', '0', '0', '0', '2', '0', '2', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50245', '2019-06-14', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '131', 'CHC', 'Chicago', 'Cubs', '137', 'LAD', 'Los Angeles', 'Dodgers', '113', 'Dodger Stadium', '3', '5', '2', '0', '0', '2', '1', '1', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50234', '2019-06-14', '02:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '134', 'MIL', 'Milwaukee', 'Brewers', '136', 'SF', 'San Francisco', 'Giants', '106', 'Oracle Park', '3', '5', '0', '0', '0', '0', '1', '0', '0', '2', '1', '1', '0', '0', '0', '2', '1', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50233', '2019-06-15', '17:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '124', 'LAA', 'Los Angeles', 'Angels', '115', 'TB', 'Tampa Bay', 'Rays', '130', 'Tropicana Field', '5', '3', '0', '0', '3', '0', '0', '0', '1', '0', '0', '0', '0', '3', '0', '0', '1', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '50227', '2019-06-15', '20:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '140', 'ARI', 'Arizona', 'Diamondbacks', '126', 'WAS', 'Washington', 'Nationals', '121', 'Nationals Park', '10', '3', '2', '3', '2', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '3', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
